title,story_points
als medewerker wil ik bij cyclus samenstellen bij 3vaks borden het zb artikelnummer zien zodat ik deze kan checken met de bron cyclus uit excel,2.0
wanneer je een product zoekt met de zoekfunctie missen de filters,8.0
als medewerken wil ik bij het cyclusoverzicht meerdere menus 1 keer kunnen verwijderen zodat dit niet 1 voor 1 hoeft te gebeuren,3.0
ketentest actiepunt capacity hoedanigheid moet niet getoond worden indien niet beschikbaar,1.0
ketentest actiepunt product tekst omschrijving tonen als die niet bestaat dan het blok niet tonen,2.0
als een categorie geen producten heeft moet deze niet getoond worden,8.0
spike hoe moeten omgaan met organisaties ontvangers die op inactief worden gezet en de cycli waarin ze zitten,1.0
als besteller wil ik de totaalprijs weten van mijn bestelling zodat ik weet hoeveel ik totaal kwijt ben voordat ik de bestelling plaats stap 2,5.0
als gebruiker wil ik de afleverhoeveelheden kunnen zien zodat ik weet hoe mijn bestelling berekend,5.0
als gebruiker wil ik het aantal losse componenten invullen zodat ik aantallen kan opgeven,8.0
als medewerker wil ik dat producten logischerwijs zijn gesorteerd zodat gebruikers een logische productenlijst zien,2.0
als medewerker wil ik dat categorieen logischerwijs zijn gesorteerd zodat gebruikers een logische categorie volgorde zien,2.0
als gebruiker wil ik recepten kunnen zoeken zodat ik gemakkelijk recepten kan vinden,5.0
als gebruiker wil ik receptenlijst kunnen zien zodat ik inspiratie heb voor mijn bestellingen,5.0
als gebruiker wil ik receptdetails kunnen zien zodat ik inspiratie heb voor mijn bestelling,8.0
als besteller wil ik een overzicht van de losse maaltijdcomponenten niet dieetmaaltijden zodat ik aantallen kan voeren,5.0
als developer wil ik verpakkingsberekening van dieetmaaltijden opslaan de de database zodat ik die later kan raadplegen,8.0
als medewerker wil ik menus valideren een cyclus op dubbele componenten zodat er geen fouten optreden bij de levering,5.0
als developer wil ik dat orderorderline wijzigingen aan de zbmx kant bij ons doorkomen zodat wij en de gebruiker altijd date zijn van order statussen,8.0
alle queries filteren op soft deletes en inactive states,1.0
als gebruiker wil ik het aantal vaste dieetmaaltijden invullen zodat ik aantallen kan opgeven,5.0
als medewerker wil ik een dieet kunnen verwijderen zodat de data integer blijft,5.0
als medewerker wil ik de assortimentcode van producten kunnen zien zodat ik kan zien welke producten uit het assortiment gaan,2.0
als medewerker wil ik een product kunnen zoeken op zbartikelnummer zodat ik sneller het product kan vinden wat ik zoek,1.0
als medewerker wil ik het zbartikelnummer van een product kunnen zien zodat ik zeker weet dat ik het juiste artikel heb,2.0
als developer wil ik bij het consumeren van producten de relatie met maaltijdtypering automatiseren zodat dit niet handmatig hoeft,3.0
als developer wil ik een background process dat periodiek alle nieuwe herhaalorders inschiet zodat dit voor de gebruiker wordt geautomatiseerd,8.0
als gebruiker wil ik een herhaal order kunnen verwijderen zodat ik geen automatische orders meer krijg,8.0
als besteller wil ik meer informatie vaste dieetmaaltijden zodat ik weet wat de maaltijd bevat,8.0
als besteller wil ik een overzicht van vaste dieetmaaltijden hebben zodat ik aantallen kan invoeren,5.0
als developer wil ik dat het ophalen van cycli voor een ontvanger een duidelijke structuur heeft zodat de ontvangers de juiste cyclus kunnen bestellen,5.0
als medewerker wil ik voor een productrecept extra ingredienten kunnen voeren zodat de besteller voor kookrecepten extra producten kan bestellen,5.0
als medewerker wil ik voor een product een recept omschrijving kunnen voeren zodat de gebruiker weet hoe het kook product wordt bereidt,5.0
als gebruiker wil ik een herhaal order kunnen wijzigen zodat ik snel aanpassen kan doen geautomatiseerde bestellingen,8.0
als medewerker wil ik voor een product een alternatieve kook product kunnen stellen zodat de gebruiker niet gebonden aan eetgemak,8.0
als developer wil ik verifiren een besparend artikel geldig zodat alleen besparende artikelen worden getoond die beschikbaar,8.0
als gebruiker wil ik vanaf een order detailpagina alle producten vervangen waarvoor een besparend product zodat ik gemakkelijk goedkoper uit ben,8.0
als gebruiker wil ik op een order detailpagina per artikel kunnen kiezen ik het wil vervangen voor het besparend alternatief zodat ik goedkopere keuzes kan maken,8.0
als zorgboodschap wil ik een security layer voor alle endpoints van maaltijdbeheer zodat de endpoints niet openbaar te bereiken zijn,5.0
tests aanpassen zodat ze blijven functioneren met een security laag,5.0
als medewerker wil ik de afleverhoeveelheden per organisatie kunnen instellen zodat de juiste hoeveelheden worden afgeleverd,5.0
als medewerker wil ik de afleverhoeveelheden per ontvanger kunnen instellen zodat de juiste hoeveelheden worden afgeleverd,5.0
als medewerker wil ik de afleverhoeveelheden algemeen kunnen instellen zodat de juiste hoeveelheden worden afgeleverd,8.0
als gebruiker wil ik op een order detailpagina bij de prijsinformatie ingelicht worden hoeveel ik kan besparen zodat ik weet hoeveel ik zou kunnen besparen,8.0
als gebruiker wil ik op de detailpagina van een artikel het besparend alternatief zien zodat ik goedkopere keuzes kan maken,2.0
als gebruiker wil ik op de detailpagina van een artikel het alternatief zien zodat ik weet welke alternatieven er zijn,2.0
slider blok meerdere slides automatisch animeren met bolletjes om zelf te klikken,2.0
campagne home pagina beschikbaar maken op een aparte url indien er een campagne loopt,1.0
campagne home pagina vervangen door campagne pagina indien campagne actief,1.0
campagne mogelijkheid om een campagne pagina te previewen voordat deze live,1.0
campagne mogelijkheid om campagne pagina te schedulen online offline datum,1.0
influencers blok dummy content invoeren,0.5
influencers blok opmaak nalopen en tweaken,0.5
influencers blok template koppelen aan beheer opties uit cms,1.0
influencers blok beheer opties inrichten cms,1.0
influencers blok mogelijkheid om meerdere regels tekst te tonen 4 regels,1.0
influencers blok mogelijkheid vierkante thumbnails tonen,1.0
slider blok template koppelen aan beheer opties uit cms,1.0
slider blok beheer opties inrichten cms,1.0
paragraaf blok opmaak nalopen en tweaken,0.5
paragraaf blok template koppelen aan beheer opties uit cms,1.0
paragraaf blok beheer opties inrichten cms,1.0
header blok template koppelen aan beheer opties uit cms,1.0
header blok beheer opties inrichten cms,1.0
notification trigger plaatsen v2 handlers,1.5
marshmallow serializatie dumping implementeren,3.0
marshmallow validatie loading implementeren,4.0
meldingen overnemen functionaliteit meldingen,0.5
actions koppelen toevoegen nieuw verwijderen,1.5
laatste meldingen overnemen van meldingen,0.25
gulp taken aanmaken en zorgen voor goede output folder,3.0
link van knoppen emails ook als tekst toevoegen onder de knop voor het geval dit gefilterd wordt,1.0
grijstinten zijn minder duidelijk te weinig contrast,0.5
url moet veranderd worden het participatiepunt,1.0
vakje telefoonnummer kan ik ook letters invullen praktisch als er alleen cijfers ingevuld kunnen worden,1.0
als er op de vvn logo wordt geklikt wordt er naar de map gegaan ipv homepage op sommige paginas niet consistent,1.0
via de link httpsmeldpuntveiligverkeeracclabelanl kom je bij de kaart uit ipv homepage,1.0
vanuit melding startpakket kunnen goedkeuren,1.0
tab kom actie waar staan de contactgegevens,1.0
emailnotificatie na gekoppeld worden aan dossier,1.0
buurtactie aanmaken dropdown voor verantwoordelijke leeg het label zegt selecteer een categorie,0.2
als nieuwe gebruiker heb ik geen rechten om mijn melding te bekijken,1.5
melding maken comment field optioneel maken,0.2
kan geen startpakket downloaden als niet ingelogde gebruiker,1.0
put op department zegt dat email verplicht,1.0
als admin wil ik dat de rechtenstructuur inzichtelijk en de hirarchie binnen de applicatie weerspiegeld,4.0
als afdelingsmedewerker wil ik het overzicht van de meldingen kunnen goedkeuren de melding valide zodat er een startpakket kan worden opgestuurd,3.0
frontendbackend listen van gebruikers op basis van rol filter,1.0
wanneer je een dossier zit en je klikt op het tab meldingen moet de naam van de melder zichtbaar zijn,2.0
extra als afdelingsmedewerker wil ik het overzicht van de meldingen kunnen goedkeuren de melding valide zodat er een startpakket kan worden opgestuurd,2.0
als gebruiker wil ik de mogelijkheid hebben om contact op te nemen met het meldpunt,1.5
als gebruiker wil ik pdfs buurtactie handleidingen vanaf mijn meldingen kunnen downloaden,0.5
als gebruiker wil ik zien per melding er al een startpakket gedownload,1.5
als gebruiker wil ik zien wat ik verder met mijn melding kan doen,2.0
als gebruiker wil ik als ik inlog direct doorgaan naar mijn meldingen,0.25
als gebruiker wil ik een dossier kunnen overdragen aan een andere afdelingsmedewerker,2.0
als gebruiker wil ik een afgehandeld tabblad kunnen herzien,4.0
als gebruiker wil ik een deadline aan een dossier kunnen toevoegen,4.0
als gebruiker wil ik een notificatie krijgen als er deadline verstreken,2.0
als gebruiker wil ik een vervolgactie kunnen toevoegen aan een dossier,2.0
als gebruiker wil ik een datumstatusopmerking toevoegen aan een dossier,4.0
als gebruiker wil ik aanmaak datum van een dossier weten,2.0
als gebruiker wil ik het onderwerp van een dossier weten,4.0
als gebruiker wil ik een afgehandeld tabblad herzien,1.0
als gebruiker wil ik een verschil zien de statussen van een dossier,4.0
als gebruiker wil ik een overzicht van de planning,6.0
als gebruiker wil ik een tab met afgehandeld en een tab behandeling hebben,1.0
als admingebruiker wil ik een de geselecteerde regios provincies en gemeentes bij een gebruiker kunnen aanpassen,1.0
als admingebruiker wil ik provincies en eventueel gemeentes kunnen aanmaken,1.0
als admingebruiker wil ik een gebruiker met een rol kunnen toevoegen aan een regios,1.0
als admingebruiker wil ik zien aan welke gemeentes de melding gekoppeld,8.0
als admingebruiker wil ik een regios provincies en eventueel een gemeentes opslaan bij de gebruiker,6.0
als admingebruiker wil ik een gebruiker kunnen bewerken,1.0
als admingebruiker wil ik en een rol kunnen bewerken en bijbehorende rechten kunnen aanpassen,2.0
als admingebruiker wil ik een rol kunnen aanmaken en bijbehorende rechten aan deze rol toevoegen,6.0
als admingebruiker wil ik de algemene gegevens van een gebruiker kunnen invoeren,1.0
als admingebruiker wil ik een gebruiker kunnen aanmaken,1.0
als melder wil ik als ik inlog direct naar mijn meldingen kunnen gaan,0.25
niet locatie gebonden meldingen koppelen aan vvn account,2.0
backend nieuwe api routes declareren en koppelen met de handlers,2.0
backend overzicht aantal meldingen gemaakt aantal meldigen bevestigd gestrande melders,2.0
backend aantal verkeersonderzoeken landelijk en per regio,2.0
backend aantal buurtacties landelijk en per regio provincie,2.0
backend meldingen betrekking op binnen buiten de bebouwde kom 30 50 70,2.0
backend onze melders manvrouw en leeftijdsklassen,2.0
backend vervoerswijze melders landelijk en per provincie,2.5
backend meldingen top 10 landelijk en per provincie met aantallen,2.0
backend aantal meldingen landelijk en provincie,2.0
frontenbackend afgehandeld tabblad herzien,4.0
frontend detailview om datumstatusopmerking aan te geven,6.0
postcode validatie bij bestellen startpakket gaat fout,1.0
gedeelde social melding leidt niet naar melding op kaart,1.0
titel bestel een startpakket rood maken,1.0
link van een melding naar het aangevraagde startpakket,1.0
tonen van de opgegeven snelheid bij een melding het detail scherm,1.0
detail call voor aangevraagde startpakketten order,1.0
knop naar homepagina op download pagina handleidingen,1.0
algemeen frontend rode kleur van de website doortrekken de applicatie,1.5
startpakket backend call toevoegen wanneer een handleiding wordt gedownload,2.0
buurtlabels tonen bij infowindow op de kaart,2.0
link naar applicatie met login scherm geopend,0.5
algemeen frontend bij redirect vanaf website login modal openen,2.0
opmerking melder backend comment en commentapproved ook aan melder zijde,0.5
startpakket frontend icon maken voor tabblad startpakketten,1.0
startpakket backend opstellen modellen voor handleidingen,0.5
startpakket backend modellen opstellen voor het pakketten bestellen,2.5
opmerking melder frontend op de kaart opmerkingen laten zien die actief zijn,2.0
startpakket backend overzicht alle bestelde startpakketten kunnen ophalen,3.0
startpakket frontend dash tabblad toevoegen voor overzicht bestelde pakketten,3.0
opmerking melder backend call implementeren voor togglen opmerking,2.0
opmerking melder frontend bij weergave melding opmerking kunnen togglen,2.0
startpakket backend bij ophalen melding aangeven welke pakketten besteld zijn,1.0
startpakket frontend dash per melding aangeven startpakketten zijn besteld,1.0
startpakket backend call toevoegen voor ophalen handleidingen,2.0
bedanktflow backend alle opgegeven beschrijvingen default onzichtbaar,2.0
beheer mura folder overview class extension aanmaken,0.5
beheer mura page home class extension aanmaken,0.5
beheer mura base default class extension aanmaken,0.5
beheer planning project taken uiteenzetten jira tickets,2.0
beheer mura page content class extension aanmaken,0.5
beheer development mura omgevingen opzetten,2.0
beheer mura folder blocks class extension aanmaken,0.5
beheer mura page blockyoutube class extension aanmaken,0.5
beheer mura link default class extension aanmaken,0.5
beheer mura page blockimages class extension aanmaken,0.5
startpakket backend call toevoegen voor bestellen startpakket,2.5
backend home content header ophalen en tonen,1.0
backend home content footer ophalen en tonen,1.0
backend overview footer ophalen en tonen,1.0
backend algemeen automatisch laden van template op basis van class extension,1.0
beheer development gulp omgevingen opzetten,2.0
backend content header ophalen en tonen,1.0
backend content hoofd menu rechts ophalen en tonen,1.0
backend home content blokken ophalen en tonen,4.0
backend algemeen pretty error templates implementeren,4.0
backend algemeen ongebruikte knoppen en overzichten uit admin interface verbergen,4.0
beheer mura thumbnail formaten definiren,1.0
backend overview hoofd menu links ophalen en tonen,1.0
backend overview overzicht ophalen en tonen,2.0
backend home sub headers ophalen en tonen,1.0
backend content content ophalen en tonen,1.0
backend home kaart info ophalen en tonen,1.0
backend algemeen voorkomen dat blokken van paginas rechtstreeks worden benaderd via je browser,1.0
backend content footer ophalen en tonen,1.0
backend overview hoofd menu rechts ophalen en tonen,1.0
beheer mura dummy content aanmaken van elke class extension,0.5
beheer oplevering documentatie schrijven,4.0
backend algemeen 404 pagina implementeren,1.0
backend home hoofd menu links ophalen en tonen,1.0
backend home hoofd menu rechts ophalen en tonen,1.0
backend overview sub header ophalen en tonen,1.0
backend content hoofd menu links ophalen en tonen,1.0
bedanktpagina backend quote gerelateerd aan zojuist gemaakte melding,1.0
startpakket frontend startpakket aangevraagd pagina,2.0
startpakket frontend startpakket bestelpagina,2.0
bedanktpagina frontend meer info gehele pagina,2.0
report supporter report follower confirmation link email afvangen angular routing put request doen,1.0
niet bestaande enquete id afvangen response,1.0
notifications subject attribute veranderd naar target voor de frontend om links te genereren naamgeving doorvoeren,2.0
uitlijning van enquete komt niet overeen met de titel er boven,1.0
implementatie frontend tonen van verwijderde meldingen,1.0
implementatie frontend verwijderen van meldingen,1.0
call om meerdere verwijderde meldingen te tonen,1.0
call om meerder verwijderde meldingen terug te zetten,1.0
call om meerdere meldingen te verwijderen,1.0
frontend implementatie enquete landingpage,4.0
gevolgde melding verschijnt niet het overzicht onder mijn meldingen,1.0
notificatie dropdown voor melder implenteren frontend,2.0
notificaties de admin doorvoeren dropdown,1.0
tekst aanpassen van aanhef mail nieuwe gebruiker,0.25
een gevolgdegesteunde melding mag je niet uitbreiden,1.0
ios meldingen gegevens aanvullen een call om de gegevens mee op te halen van een niet complete melding,2.0
registratieactivatie gebruiker request uitbreiden,2.0
activatie mail landing request om te kijken welke gegevens missen van de gebruiker,1.0
succesverhalen uploaden fotos geeft soms problemen,1.0
succesverhalen publicatie datum moet worden getoond,1.0
